pr_id,user_id,github_username,repo_name,repo_full_name,department,pr_title,pr_state,created_at,merged_at,cycle_time_hours,lines_added,lines_removed,review_count,commit_count,rework_ratio,period
react#27341,,kentcdodds,react,facebook/react,Frontend,fix: update react component #27341,merged,2021-09-12T22:50:05+00:00,2021-09-15T16:52:23.759628+00:00,66.04,642,577,3,8,0.899,Before
react#28602,,meijer-dries,react,facebook/react,Frontend,fix: update react component #28602,merged,2021-06-03T23:40:44+00:00,2021-06-05T16:15:08.064333+00:00,40.57,683,551,8,4,0.807,Before
react#86309,,addyosmani,react,facebook/react,Frontend,fix: update react component #86309,merged,2020-12-15T07:55:11+00:00,2020-12-17T05:18:08.786419+00:00,45.38,1200,509,5,5,0.424,Before
react#90887,,kentcdodds,react,facebook/react,Frontend,fix: update react component #90887,merged,2022-03-05T03:30:33+00:00,2022-03-07T08:54:04.088650+00:00,53.39,674,591,8,11,0.877,Before
react#57313,,colinhacks,react,facebook/react,Frontend,fix: update react component #57313,merged,2020-09-27T01:53:00+00:00,2020-09-28T20:21:09.875283+00:00,42.47,1662,806,5,4,0.485,Before
react#92469,,jashkenas,react,facebook/react,Frontend,fix: update react component #92469,merged,2021-02-05T20:37:40+00:00,2021-02-05T21:07:40+00:00,0.5,1033,918,0,10,0.889,Before
react#1015,,dhh,react,facebook/react,Frontend,fix: update react component #1015,merged,2020-02-03T01:00:11+00:00,2020-02-06T15:02:41.707901+00:00,86.04,1920,168,0,4,0.087,Before
react#53322,,mattpocock,react,facebook/react,Frontend,fix: update react component #53322,merged,2020-09-17T16:12:13+00:00,2020-09-19T17:54:07.631817+00:00,49.7,1540,856,1,8,0.556,Before
react#34662,,tannerlinsley,react,facebook/react,Frontend,fix: update react component #34662,merged,2022-05-21T01:24:16+00:00,2022-05-24T08:16:05.414045+00:00,78.86,1699,831,1,7,0.489,Before
react#92066,,ardeois,react,facebook/react,Frontend,fix: update react component #92066,merged,2020-08-11T03:27:20+00:00,2020-08-13T02:19:37.323302+00:00,46.87,1962,1012,6,6,0.516,Before
react#22208,,timdeschryver,react,facebook/react,Frontend,fix: update react component #22208,merged,2020-01-06T11:07:48+00:00,2020-01-09T04:32:08.664444+00:00,65.41,1572,604,0,2,0.384,Before
react#48389,,nicolo-ribaudo,react,facebook/react,Frontend,fix: update react component #48389,merged,2020-08-27T10:22:44+00:00,2020-08-30T10:58:12.792006+00:00,72.59,282,59,5,4,0.209,Before
react#64065,,antirez,react,facebook/react,Frontend,fix: update react component #64065,merged,2021-12-10T03:44:59+00:00,2021-12-11T10:03:20.015214+00:00,30.31,1836,320,7,7,0.174,Before
react#50278,,kentcdodds,react,facebook/react,Frontend,fix: update react component #50278,merged,2021-09-04T15:24:59+00:00,2021-09-07T13:12:10.799237+00:00,69.79,1869,238,4,3,0.127,Before
react#7350,,diegohaz,react,facebook/react,Frontend,fix: update react component #7350,merged,2020-10-22T01:21:02+00:00,2020-10-23T22:30:01.346958+00:00,45.15,1689,1370,0,2,0.811,Before
react#39493,,tannerlinsley,react,facebook/react,Frontend,fix: update react component #39493,merged,2021-11-12T05:31:08+00:00,2021-11-14T06:19:18.033843+00:00,48.8,954,772,6,1,0.809,Before
react#35777,,fireship,react,facebook/react,Frontend,fix: update react component #35777,merged,2022-04-17T15:51:51+00:00,2022-04-20T00:01:25.517594+00:00,56.16,1874,768,1,8,0.41,Before
react#72775,,nicolo-ribaudo,react,facebook/react,Frontend,fix: update react component #72775,merged,2021-05-17T10:40:04+00:00,2021-05-22T00:46:29.076885+00:00,110.11,29,14,1,3,0.483,Before
react#30656,,nicolo,react,facebook/react,Frontend,fix: update react component #30656,merged,2020-11-14T08:35:05+00:00,2020-11-16T12:00:25.529684+00:00,51.42,1758,1397,7,7,0.795,Before
react#65228,,feross,react,facebook/react,Frontend,fix: update react component #65228,merged,2020-09-25T20:23:51+00:00,2020-09-29T11:07:53.127872+00:00,86.73,221,214,1,11,0.968,Before
react#46670,,yyx990803,react,facebook/react,Frontend,fix: update react component #46670,merged,2020-02-16T07:47:17+00:00,2020-02-19T10:26:54.671449+00:00,74.66,463,231,4,2,0.499,Before
react#97053,,mattpocock,react,facebook/react,Frontend,fix: update react component #97053,merged,2021-08-12T22:48:53+00:00,2021-08-12T23:18:53+00:00,0.5,583,574,6,9,0.985,Before
react#95126,,alexdotjs,react,facebook/react,Frontend,fix: update react component #95126,merged,2022-06-16T10:02:54+00:00,2022-06-16T10:32:54+00:00,0.5,398,312,3,11,0.784,Before
react#52527,,dhh,react,facebook/react,Frontend,fix: update react component #52527,merged,2020-07-21T23:29:33+00:00,2020-07-23T01:25:35.692965+00:00,25.93,921,541,2,9,0.587,Before
react#29239,,nicolo-,react,facebook/react,Frontend,fix: update react component #29239,merged,2021-03-26T07:10:37+00:00,2021-03-27T09:48:01.705177+00:00,26.62,1603,846,5,6,0.528,Before
react#9916,,addyosmani,react,facebook/react,Frontend,fix: update react component #9916,merged,2023-11-12T03:49:22+00:00,2023-11-12T04:19:22+00:00,0.5,1374,34,1,11,0.025,After
react#89702,,academind,react,facebook/react,Frontend,fix: update react component #89702,merged,2023-09-30T05:09:28+00:00,2023-09-30T19:34:27.902719+00:00,14.42,175,67,5,3,0.383,After
react#76588,,nicolo-,react,facebook/react,Frontend,fix: update react component #76588,merged,2023-02-25T18:38:35+00:00,2023-02-25T21:38:26.081514+00:00,3.0,401,172,3,1,0.429,After
react#8613,,okonet,react,facebook/react,Frontend,fix: update react component #8613,merged,2022-08-25T05:33:07+00:00,2022-08-26T12:47:20.359264+00:00,31.24,566,499,4,5,0.882,After
react#77992,,fireship,react,facebook/react,Frontend,fix: update react component #77992,merged,2023-03-28T06:19:33+00:00,2023-03-28T12:46:45.172351+00:00,6.45,1398,1356,1,5,0.97,After
react#5925,,MarkPieszak,react,facebook/react,Frontend,fix: update react component #5925,merged,2023-02-19T03:37:29+00:00,2023-02-21T13:59:21.333585+00:00,58.36,19,4,8,9,0.211,After
react#83782,,trpc,react,facebook/react,Frontend,fix: update react component #83782,merged,2023-11-20T11:18:16+00:00,2023-11-23T07:54:47.571609+00:00,68.61,985,1,1,4,0.001,After
react#9741,,addyosmani,react,facebook/react,Frontend,fix: update react component #9741,merged,2023-10-27T08:19:26+00:00,2023-10-27T08:49:26+00:00,0.5,1940,269,1,1,0.139,After
react#71953,,ardeois,react,facebook/react,Frontend,fix: update react component #71953,merged,2022-07-17T07:46:24+00:00,2022-07-19T06:03:32.369736+00:00,46.29,596,417,7,6,0.7,After
react#73250,,colinhacks,react,facebook/react,Frontend,fix: update react component #73250,merged,2022-10-11T01:22:07+00:00,2022-10-13T22:25:45.494081+00:00,69.06,1087,582,5,5,0.535,After
react#44404,,colinhacks,react,facebook/react,Frontend,fix: update react component #44404,merged,2022-11-04T03:48:16+00:00,2022-11-06T06:40:04.281444+00:00,50.86,720,693,8,7,0.963,After
react#85325,,pmndrs,react,facebook/react,Frontend,fix: update react component #85325,merged,2022-10-09T10:39:40+00:00,2022-10-11T03:09:16.922131+00:00,40.49,1961,1528,4,5,0.779,After
react#3318,,timdeschryver,react,facebook/react,Frontend,fix: update react component #3318,merged,2022-09-02T11:59:45+00:00,2022-09-04T19:48:44.281979+00:00,55.82,952,90,6,8,0.095,After
react#85492,,mattpocock,react,facebook/react,Frontend,fix: update react component #85492,merged,2022-12-04T20:22:26+00:00,2022-12-05T14:29:24.635791+00:00,18.12,453,357,0,8,0.788,After
react#33923,,ndom91,react,facebook/react,Frontend,fix: update react component #33923,merged,2022-06-28T03:41:41+00:00,2022-06-29T00:27:38.660491+00:00,20.77,1716,778,7,3,0.453,After
react#96517,,nicolo-ribaudo,react,facebook/react,Frontend,fix: update react component #96517,merged,2023-12-28T07:19:20+00:00,2023-12-29T13:34:23.462455+00:00,30.25,1982,1592,8,11,0.803,After
react#44749,,jashkenas,react,facebook/react,Frontend,fix: update react component #44749,merged,2023-09-11T05:20:28+00:00,2023-09-13T22:22:20.624796+00:00,65.03,1375,1351,7,6,0.983,After
react#6219,,tannerlinsley,react,facebook/react,Frontend,fix: update react component #6219,merged,2023-10-27T17:53:17+00:00,2023-10-29T09:56:38.979960+00:00,40.06,999,23,8,4,0.023,After
react#59544,,gcanti,react,facebook/react,Frontend,fix: update react component #59544,merged,2023-12-14T21:43:47+00:00,2023-12-16T16:04:17.743980+00:00,42.34,24,21,2,8,0.875,After
react#21659,,alexdotjs,react,facebook/react,Frontend,fix: update react component #21659,merged,2022-12-31T03:21:48+00:00,2023-01-01T22:21:17.362106+00:00,42.99,446,279,4,4,0.626,After
react#92325,,gcanti,react,facebook/react,Frontend,fix: update react component #92325,merged,2023-08-28T19:13:29+00:00,2023-08-29T08:43:34.550620+00:00,13.5,489,79,2,3,0.162,After
react#70401,,MarkPieszak,react,facebook/react,Frontend,fix: update react component #70401,merged,2023-03-09T23:44:37+00:00,2023-03-12T21:23:12.085788+00:00,69.64,436,155,7,4,0.356,After
react#31394,,torvalds,react,facebook/react,Frontend,fix: update react component #31394,merged,2023-12-01T06:56:35+00:00,2023-12-03T02:56:34.153152+00:00,44.0,1525,280,1,5,0.184,After
react#4916,,broofa,react,facebook/react,Frontend,fix: update react component #4916,merged,2023-05-06T02:38:24+00:00,2023-05-07T05:35:27.621645+00:00,26.95,1909,1594,8,1,0.835,After
react#12152,,benawad,react,facebook/react,Frontend,fix: update react component #12152,merged,2023-10-01T18:26:56+00:00,2023-10-03T23:41:17.736397+00:00,53.24,679,302,5,12,0.445,After
react#6716,,tj,react,facebook/react,Frontend,fix: update react component #6716,merged,2022-10-27T12:13:40+00:00,2022-10-29T19:14:01.376825+00:00,55.01,225,216,0,5,0.96,After
react#5699,,nicolo-,react,facebook/react,Frontend,fix: update react component #5699,merged,2023-01-17T00:42:27+00:00,2023-01-18T15:44:04.520925+00:00,39.03,453,111,0,10,0.245,After
react#32642,,jonathantneal,react,facebook/react,Frontend,fix: update react component #32642,merged,2023-08-13T23:12:39+00:00,2023-08-16T06:36:27.327356+00:00,55.4,1842,1643,0,11,0.892,After
react#92340,,gvanrossum,react,facebook/react,Frontend,fix: update react component #92340,merged,2023-09-14T10:06:29+00:00,2023-09-15T23:39:45.040657+00:00,37.55,1727,837,0,12,0.485,After
react#39237,,ndom91,react,facebook/react,Frontend,fix: update react component #39237,merged,2023-08-05T21:40:47+00:00,2023-08-08T17:34:18.216360+00:00,67.89,837,515,6,6,0.615,After
react#21380,,kentcdodds,react,facebook/react,Frontend,fix: update react component #21380,merged,2023-03-02T06:20:51+00:00,2023-03-02T13:24:42.916185+00:00,7.06,1077,620,5,3,0.576,After
react#49000,,colinhacks,react,facebook/react,Frontend,fix: update react component #49000,merged,2023-06-16T16:50:46+00:00,2023-06-16T19:58:55.810476+00:00,3.14,967,343,4,5,0.355,After
react#65783,,ardeois,react,facebook/react,Frontend,fix: update react component #65783,merged,2022-10-08T22:34:32+00:00,2022-10-10T12:26:52.649028+00:00,37.87,1200,359,5,1,0.299,After
react#93797,,mattpocock,react,facebook/react,Frontend,fix: update react component #93797,merged,2022-08-27T03:11:37+00:00,2022-08-27T21:19:02.002956+00:00,18.12,746,133,7,5,0.178,After
react#25513,,sindresorhus,react,facebook/react,Frontend,fix: update react component #25513,merged,2023-10-07T15:14:53+00:00,2023-10-08T11:47:01.508729+00:00,20.54,582,140,1,7,0.241,After
react#26021,,meijer-dries,react,facebook/react,Frontend,fix: update react component #26021,merged,2023-04-16T07:58:36+00:00,2023-04-19T16:18:55.872800+00:00,80.34,737,178,1,5,0.242,After
react#10924,,feross,react,facebook/react,Frontend,fix: update react component #10924,merged,2023-10-07T02:06:06+00:00,2023-10-09T02:04:25.446010+00:00,47.97,1131,921,2,12,0.814,After
react#60839,,ardeois,react,facebook/react,Frontend,fix: update react component #60839,merged,2022-07-07T21:34:43+00:00,2022-07-08T21:32:46.717029+00:00,23.97,1370,651,7,10,0.475,After
react#34220,,matz,react,facebook/react,Frontend,fix: update react component #34220,merged,2022-12-09T04:46:15+00:00,2022-12-09T05:16:15+00:00,0.5,256,90,4,10,0.352,After
react#20208,,fkling,react,facebook/react,Frontend,fix: update react component #20208,merged,2022-12-28T14:17:32+00:00,2022-12-28T14:47:32+00:00,0.5,446,192,1,8,0.43,After
react#27749,,MarkPieszak,react,facebook/react,Frontend,fix: update react component #27749,merged,2023-03-10T11:34:46+00:00,2023-03-11T11:48:35.588787+00:00,24.23,1319,719,7,4,0.545,After
react#57590,,MarkPieszak,react,facebook/react,Frontend,fix: update react component #57590,merged,2023-10-24T15:59:19+00:00,2023-10-25T12:32:56.949074+00:00,20.56,968,665,0,12,0.687,After
react#47666,,meijer-dries,react,facebook/react,Frontend,fix: update react component #47666,merged,2023-05-24T10:19:19+00:00,2023-05-26T14:28:38.520491+00:00,52.16,665,549,2,8,0.826,After
react#51905,,academind,react,facebook/react,Frontend,fix: update react component #51905,merged,2023-05-21T20:23:59+00:00,2023-05-23T18:57:13.953413+00:00,46.55,1670,1289,1,6,0.772,After
react#75708,,ardeois,react,facebook/react,Frontend,fix: update react component #75708,merged,2023-11-27T22:57:15+00:00,2023-11-29T01:56:08.712722+00:00,26.98,1314,1135,3,11,0.864,After
react#43034,,ndom91,react,facebook/react,Frontend,fix: update react component #43034,merged,2022-07-13T03:53:16+00:00,2022-07-13T09:47:21.787010+00:00,5.9,1552,1044,1,5,0.673,After
react#91942,,tannerlinsley,react,facebook/react,Frontend,fix: update react component #91942,merged,2023-11-22T21:22:20+00:00,2023-11-22T22:34:26.275980+00:00,1.2,1594,1385,2,10,0.869,After
react#54713,,tj,react,facebook/react,Frontend,fix: update react component #54713,merged,2023-08-02T00:23:08+00:00,2023-08-03T13:19:21.365669+00:00,36.94,1099,957,0,8,0.871,After
react#52882,,jashkenas,react,facebook/react,Frontend,fix: update react component #52882,merged,2023-02-19T07:16:51+00:00,2023-02-19T23:38:36.216174+00:00,16.36,58,20,1,12,0.345,After
react#6684,,ardeois,react,facebook/react,Frontend,fix: update react component #6684,merged,2023-03-17T15:10:04+00:00,2023-03-19T14:35:59.454468+00:00,47.43,1655,198,4,10,0.12,After
react#74715,,ndom91,react,facebook/react,Frontend,fix: update react component #74715,merged,2023-10-19T21:49:23+00:00,2023-10-20T19:11:36.615854+00:00,21.37,1126,251,6,10,0.223,After
react#80714,,gvanrossum,react,facebook/react,Frontend,fix: update react component #80714,merged,2023-04-13T00:47:24+00:00,2023-04-14T11:49:38.337894+00:00,35.04,1146,1080,1,8,0.942,After
react#58459,,rauchg,react,facebook/react,Frontend,fix: update react component #58459,merged,2022-08-15T20:28:53+00:00,2022-08-16T18:19:18.406917+00:00,21.84,1513,1029,7,1,0.68,After
react#85113,,tj,react,facebook/react,Frontend,fix: update react component #85113,merged,2022-08-21T12:13:43+00:00,2022-08-22T10:18:28.683431+00:00,22.08,1048,437,5,7,0.417,After
react#25394,,matz,react,facebook/react,Frontend,fix: update react component #25394,merged,2022-10-30T00:25:04+00:00,2022-10-30T00:55:04+00:00,0.5,1337,534,6,1,0.399,After
react#53924,,diegohaz,react,facebook/react,Frontend,fix: update react component #53924,merged,2023-04-07T17:08:28+00:00,2023-04-07T17:38:28+00:00,0.5,1603,197,6,10,0.123,After
react#33344,,okonet,react,facebook/react,Frontend,fix: update react component #33344,merged,2022-06-29T03:48:20+00:00,2022-06-29T04:18:20+00:00,0.5,713,272,2,7,0.381,After
react#80250,,tannerlinsley,react,facebook/react,Frontend,fix: update react component #80250,merged,2023-08-23T12:57:36+00:00,2023-08-25T01:15:57.192211+00:00,36.31,1598,137,7,2,0.086,After
react#91759,,rauchg,react,facebook/react,Frontend,fix: update react component #91759,merged,2023-09-16T00:44:03+00:00,2023-09-16T01:14:03+00:00,0.5,1513,2,3,3,0.001,After
react#63107,,broofa,react,facebook/react,Frontend,fix: update react component #63107,merged,2023-07-11T17:09:04+00:00,2023-07-12T19:37:29.577764+00:00,26.47,1680,1427,2,6,0.849,After
core#19361,,tj,core,vuejs/core,Frontend,fix: update core component #19361,merged,2021-12-02T15:11:46+00:00,2021-12-03T22:45:56.977954+00:00,31.57,758,638,2,4,0.842,Before
core#81368,,fireship,core,vuejs/core,Frontend,fix: update core component #81368,merged,2020-02-25T12:14:19+00:00,2020-02-27T04:28:50.257262+00:00,40.24,622,520,0,6,0.836,Before
core#27784,,jashkenas,core,vuejs/core,Frontend,fix: update core component #27784,merged,2021-09-28T11:11:33+00:00,2021-09-29T11:50:22.056163+00:00,24.65,1469,514,7,3,0.35,Before
core#28463,,antirez,core,vuejs/core,Frontend,fix: update core component #28463,merged,2020-05-02T03:04:34+00:00,2020-05-03T12:58:53.067125+00:00,33.91,583,404,1,9,0.693,Before
core#60623,,gvanrossum,core,vuejs/core,Frontend,fix: update core component #60623,merged,2021-08-23T01:36:13+00:00,2021-08-23T11:44:47.335140+00:00,10.14,1570,1495,1,10,0.952,Before
core#3620,,pmndrs,core,vuejs/core,Frontend,fix: update core component #3620,merged,2022-04-14T18:12:50+00:00,2022-04-14T18:42:50+00:00,0.5,438,179,4,5,0.409,Before
core#15319,,theprimeagen,core,vuejs/core,Frontend,fix: update core component #15319,merged,2021-07-15T18:20:45+00:00,2021-07-17T07:42:09.779057+00:00,37.36,1278,388,1,4,0.304,Before
core#76676,,academind,core,vuejs/core,Frontend,fix: update core component #76676,merged,2020-05-27T18:18:59+00:00,2020-05-29T15:13:06.900661+00:00,44.9,917,3,7,4,0.003,Before
core#31928,,timdeschryver,core,vuejs/core,Frontend,fix: update core component #31928,merged,2021-02-01T13:01:10+00:00,2021-02-03T13:03:08.490517+00:00,48.03,1695,211,0,6,0.124,Before
core#34312,,diegohaz,core,vuejs/core,Frontend,fix: update core component #34312,merged,2021-03-08T07:46:18+00:00,2021-03-09T12:49:01.171834+00:00,29.05,1759,843,1,11,0.479,Before
core#51408,,rauchg,core,vuejs/core,Frontend,fix: update core component #51408,merged,2022-05-14T14:07:30+00:00,2022-05-15T07:43:32.547670+00:00,17.6,1722,1396,4,4,0.811,Before
core#44652,,fkling,core,vuejs/core,Frontend,fix: update core component #44652,merged,2021-09-27T10:00:54+00:00,2021-09-28T13:41:48.334201+00:00,27.68,190,75,4,9,0.395,Before
core#18531,,gvanrossum,core,vuejs/core,Frontend,fix: update core component #18531,merged,2020-01-13T22:38:59+00:00,2020-01-15T08:02:35.791073+00:00,33.39,1604,959,7,9,0.598,Before
core#44156,,benawad,core,vuejs/core,Frontend,fix: update core component #44156,merged,2021-01-23T16:08:15+00:00,2021-01-25T01:59:41.065749+00:00,33.86,1070,567,4,1,0.53,Before
core#59128,,diegohaz,core,vuejs/core,Frontend,fix: update core component #59128,merged,2020-10-01T15:06:02+00:00,2020-10-02T10:37:45.390343+00:00,19.53,280,82,6,11,0.293,Before
core#57856,,ardeois,core,vuejs/core,Frontend,fix: update core component #57856,merged,2020-01-09T23:54:28+00:00,2020-01-12T03:36:18.592077+00:00,51.7,121,54,2,6,0.446,Before
core#26158,,feross,core,vuejs/core,Frontend,fix: update core component #26158,merged,2020-10-01T17:02:43+00:00,2020-10-03T21:40:59.608840+00:00,52.64,928,604,4,5,0.651,Before
core#6012,,gcanti,core,vuejs/core,Frontend,fix: update core component #6012,merged,2021-06-29T01:44:26+00:00,2021-06-30T20:48:03.014223+00:00,43.06,1657,1205,7,8,0.727,Before
core#9564,,torvalds,core,vuejs/core,Frontend,fix: update core component #9564,merged,2021-04-06T13:53:29+00:00,2021-04-07T19:57:47.117207+00:00,30.07,1322,294,8,4,0.222,Before
core#96188,,ardeois,core,vuejs/core,Frontend,fix: update core component #96188,merged,2020-01-24T02:42:39+00:00,2020-01-24T13:46:35.151079+00:00,11.07,614,204,1,1,0.332,Before
core#44474,,trpc,core,vuejs/core,Frontend,fix: update core component #44474,merged,2022-03-16T23:25:15+00:00,2022-03-19T01:58:50.501065+00:00,50.56,534,171,5,5,0.32,Before
core#28623,,jonathantneal,core,vuejs/core,Frontend,fix: update core component #28623,merged,2020-10-14T20:25:36+00:00,2020-10-16T15:55:52.830022+00:00,43.5,498,172,7,3,0.345,Before
core#69183,,meijer-dries,core,vuejs/core,Frontend,fix: update core component #69183,merged,2021-04-28T21:22:01+00:00,2021-04-29T14:50:28.056602+00:00,17.47,1078,858,3,3,0.796,Before
core#29986,,okonet,core,vuejs/core,Frontend,fix: update core component #29986,merged,2020-09-07T14:16:23+00:00,2020-09-10T06:17:27.502990+00:00,64.02,1788,1599,0,3,0.894,Before
core#35282,,gcanti,core,vuejs/core,Frontend,fix: update core component #35282,merged,2020-10-09T15:30:32+00:00,2020-10-10T06:33:44.015832+00:00,15.05,926,456,0,4,0.492,Before
core#63496,,torvalds,core,vuejs/core,Frontend,fix: update core component #63496,merged,2020-12-23T09:05:17+00:00,2020-12-24T00:15:55.388091+00:00,15.18,236,56,5,9,0.237,Before
core#94355,,ardeois,core,vuejs/core,Frontend,fix: update core component #94355,merged,2022-02-06T13:39:37+00:00,2022-02-07T23:19:07.453596+00:00,33.66,1811,1406,5,3,0.776,Before
core#88525,,kentcdodds,core,vuejs/core,Frontend,fix: update core component #88525,merged,2020-09-09T16:12:45+00:00,2020-09-11T07:17:22.674629+00:00,39.08,1408,1283,0,1,0.911,Before
core#29153,,nicolo,core,vuejs/core,Frontend,fix: update core component #29153,merged,2021-04-19T09:41:20+00:00,2021-04-21T04:29:43.968873+00:00,42.81,35,9,2,1,0.257,Before
core#28631,,theprimeagen,core,vuejs/core,Frontend,fix: update core component #28631,merged,2020-10-18T15:32:50+00:00,2020-10-20T08:35:50.675983+00:00,41.05,990,655,4,6,0.662,Before
core#8121,,rauchg,core,vuejs/core,Frontend,fix: update core component #8121,merged,2020-11-22T12:42:40+00:00,2020-11-25T10:04:43.713404+00:00,69.37,745,33,1,6,0.044,Before
core#75165,,nicolo,core,vuejs/core,Frontend,fix: update core component #75165,merged,2021-10-01T01:00:35+00:00,2021-10-02T13:46:11.434613+00:00,36.76,783,425,3,7,0.543,Before
core#96779,,tannerlinsley,core,vuejs/core,Frontend,fix: update core component #96779,merged,2021-06-10T08:26:49+00:00,2021-06-12T08:23:20.963666+00:00,47.94,1049,768,1,10,0.732,Before
core#29816,,tannerlinsley,core,vuejs/core,Frontend,fix: update core component #29816,merged,2022-06-15T08:12:16+00:00,2022-06-15T16:42:08.359838+00:00,8.5,667,116,4,6,0.174,Before
core#79180,,epoberezkin,core,vuejs/core,Frontend,fix: update core component #79180,merged,2021-05-13T06:03:28+00:00,2021-05-14T21:35:48.503787+00:00,39.54,517,165,7,8,0.319,Before
core#71991,,MarkPieszak,core,vuejs/core,Frontend,fix: update core component #71991,merged,2020-10-21T23:36:01+00:00,2020-10-22T19:57:25.109577+00:00,20.36,648,159,1,9,0.245,Before
core#15258,,gcanti,core,vuejs/core,Frontend,fix: update core component #15258,merged,2022-04-24T11:49:40+00:00,2022-04-26T00:39:14.340357+00:00,36.83,1085,806,6,7,0.743,Before
core#5546,,traversymedia,core,vuejs/core,Frontend,fix: update core component #5546,merged,2020-12-22T15:20:26+00:00,2020-12-24T03:55:34.465518+00:00,36.59,1633,1048,1,2,0.642,Before
core#50692,,meijer-dries,core,vuejs/core,Frontend,fix: update core component #50692,merged,2021-06-10T21:07:23+00:00,2021-06-13T00:17:48.202424+00:00,51.17,541,115,2,5,0.213,Before
core#88407,,fireship,core,vuejs/core,Frontend,fix: update core component #88407,merged,2021-12-22T09:28:54+00:00,2021-12-22T16:22:23.184124+00:00,6.89,1397,530,1,2,0.379,Before
core#57180,,nicolo-,core,vuejs/core,Frontend,fix: update core component #57180,merged,2021-02-08T21:54:54+00:00,2021-02-10T18:06:48.587085+00:00,44.2,1820,64,4,8,0.035,Before
core#64239,,nicolo,core,vuejs/core,Frontend,fix: update core component #64239,merged,2021-09-08T07:35:39+00:00,2021-09-08T13:39:16.896146+00:00,6.06,1911,868,0,8,0.454,Before
core#46669,,yyx990803,core,vuejs/core,Frontend,fix: update core component #46669,merged,2021-07-07T18:00:12+00:00,2021-07-10T21:25:48.037494+00:00,75.43,1655,462,3,9,0.279,Before
core#29333,,fkling,core,vuejs/core,Frontend,fix: update core component #29333,merged,2021-01-20T16:12:18+00:00,2021-01-22T03:03:03.809984+00:00,34.85,346,289,4,11,0.835,Before
core#44347,,yyx990803,core,vuejs/core,Frontend,fix: update core component #44347,merged,2021-05-20T04:33:33+00:00,2021-05-22T09:41:44.088535+00:00,53.14,874,866,5,12,0.991,Before
core#7909,,traversymedia,core,vuejs/core,Frontend,fix: update core component #7909,merged,2022-04-06T06:21:15+00:00,2022-04-08T10:22:36.465465+00:00,52.02,1822,437,4,8,0.24,Before
core#75392,,colinhacks,core,vuejs/core,Frontend,fix: update core component #75392,merged,2021-09-15T02:36:57+00:00,2021-09-17T13:43:45.898847+00:00,59.11,84,43,7,7,0.512,Before
core#74998,,theprimeagen,core,vuejs/core,Frontend,fix: update core component #74998,merged,2021-07-19T12:04:34+00:00,2021-07-20T14:50:31.098048+00:00,26.77,353,139,3,4,0.394,Before
core#41928,,epoberezkin,core,vuejs/core,Frontend,fix: update core component #41928,merged,2021-04-08T18:03:34+00:00,2021-04-09T13:15:47.699075+00:00,19.2,538,99,7,10,0.184,Before
core#77950,,addyosmani,core,vuejs/core,Frontend,fix: update core component #77950,merged,2021-08-20T05:40:47+00:00,2021-08-20T15:58:53.406966+00:00,10.3,429,260,5,11,0.606,Before
core#14228,,feross,core,vuejs/core,Frontend,fix: update core component #14228,merged,2020-09-13T07:54:54+00:00,2020-09-14T05:28:51.536161+00:00,21.57,1746,1259,3,8,0.721,Before
core#81363,,matz,core,vuejs/core,Frontend,fix: update core component #81363,merged,2020-11-27T04:43:32+00:00,2020-11-28T17:17:50.317398+00:00,36.57,1357,326,8,4,0.24,Before
core#11520,,gcanti,core,vuejs/core,Frontend,fix: update core component #11520,merged,2020-05-10T13:25:41+00:00,2020-05-10T23:43:59.998962+00:00,10.31,1567,1502,8,7,0.959,Before
core#69704,,colinhacks,core,vuejs/core,Frontend,fix: update core component #69704,merged,2021-11-26T10:48:27+00:00,2021-11-27T08:58:00.533632+00:00,22.16,549,458,8,8,0.834,Before
core#60967,,antirez,core,vuejs/core,Frontend,fix: update core component #60967,merged,2020-11-05T18:28:18+00:00,2020-11-05T19:37:29.768675+00:00,1.15,278,1,8,2,0.004,Before
core#87922,,theprimeagen,core,vuejs/core,Frontend,fix: update core component #87922,merged,2020-05-30T21:15:10+00:00,2020-05-31T21:55:39.608613+00:00,24.67,1724,234,2,7,0.136,Before
core#11762,,meijer-dries,core,vuejs/core,Frontend,fix: update core component #11762,merged,2022-02-12T18:47:58+00:00,2022-02-14T14:36:30.322154+00:00,43.81,1939,1370,7,11,0.707,Before
core#73889,,alexdotjs,core,vuejs/core,Frontend,fix: update core component #73889,merged,2020-03-29T08:26:30+00:00,2020-03-30T16:41:33.557624+00:00,32.25,1484,1170,4,1,0.788,Before
core#11124,,fireship,core,vuejs/core,Frontend,fix: update core component #11124,merged,2021-06-28T20:34:47+00:00,2021-06-29T16:31:03.850380+00:00,19.94,1549,556,1,10,0.359,Before
core#87066,,tj,core,vuejs/core,Frontend,fix: update core component #87066,merged,2021-04-09T20:07:47+00:00,2021-04-11T02:31:45.103077+00:00,30.4,1104,652,1,8,0.591,Before
core#11472,,tannerlinsley,core,vuejs/core,Frontend,fix: update core component #11472,merged,2023-01-31T04:58:07+00:00,2023-01-31T05:28:07+00:00,0.5,355,199,2,3,0.561,After
core#22815,,ndom91,core,vuejs/core,Frontend,fix: update core component #22815,merged,2023-05-31T18:40:57+00:00,2023-06-01T13:05:51.323389+00:00,18.42,177,42,5,9,0.237,After
