prompt_id,user_id,timestamp,department,model_name,prompt_text,token_count,cost_usd,risk_flag,risk_score,risk_level
LOG8775F0A0E1F7,USR91BFEDF09760,2022-07-08T11:09:59,Security,gemini-2.5-pro,Implement a binary search tree in Python,519.0,0.004152,0,12.5,Low
LOG97A29E41C7BC,USRF33D315A3652,2023-10-03T13:51:18,Frontend,gpt-4.1-mini,"My API key sk-prod-abc123def456 is not working, please debug",23378.095661462165,0.08001779559305089,1,61.0,High
LOGA90C672ACE49,USR67037F25A82D,2023-07-10T03:16:01,Data Science,gpt-4.1,Design a REST API for a social media platform,1044.0,0.02088,0,1.5,Low
LOGA8E51B70D335,USRBACCF09F2FDC,2024-03-07T04:29:20,Security,claude-haiku-3.5,Fix this memory leak in the following C++ code,418.0,0.001254,0,2.1,Low
LOGDD877ED442BF,USR2B0E94085C89,2022-11-02T07:02:31,Security,claude-sonnet-4,Help me write documentation for this REST API,2285.2961235124385,0.036261108589872276,0,1.8,Low
LOG2B417F379488,USR5BD8B387372A,2024-06-25T20:15:59,Backend,gpt-4.1-mini,What is the best architecture for a microservice handling 10k rps?,2503.0,0.010012,0,12.5,Low
LOG73E416043D33,USR495C09F2AC5F,2022-06-03T03:02:24,Frontend,gpt-4.1,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,3041.4377191366957,0.10090909079082802,1,75.6,Critical
LOG9EF8B945C051,USR67037F25A82D,2023-08-20T22:58:59,Data Science,gemini-2.5-pro,What are the security implications of storing JWT in localStorage?,1430.0,0.01144,0,1.7,Low
LOGA891DCC90696,USRCBD063DEE86F,2022-07-29T07:00:00,Data Science,claude-sonnet-4,Help me debug this error: AttributeError in line 42,12000.0,0.18,0,11.7,Low
LOG499045C537E8,USRB80050CD7911,2022-11-27T13:08:24,Data Science,gemini-2.5-pro,Help me refactor this legacy Java code to use streams,2529.0,0.020232,0,3.8,Low
LOGE8CB67329ABB,USR65D56B978DF2,2022-07-09T21:33:45,DevOps,llama-3.3-70b,Translate this function to TypeScript,135.0,0.00027,0,4.0,Low
LOGE625721E368A,USR28B2ACCDCE19,2023-01-12T16:33:53,Mobile,github-copilot,Write unit tests for this ML model evaluation pipeline,1820.0,0.0182,0,0.6,Low
LOGEC887A2CCF16,USR9F8EAC45CEAF,2024-03-23T04:22:25,Frontend,github-copilot,"My password is hunter2, can you check if this code is secure?",483.0,0.00483,1,28.1,Medium
LOG514B8509B882,USRD6B1A1005545,2023-10-29T05:50:02,Security,github-copilot,Write unit tests for this function: {code},649.0,0.00649,0,12.8,Low
LOGC18828D18BB6,USRB55181A56CF0,2023-12-22T09:22:37,Mobile,gpt-4.1-mini,Process card 4111-1111-1111-1111 for customer John Smith,1127.0,0.004508,1,71.8,High
LOG1B6B8E42EAD9,USRD87734E65182,2024-06-17T10:45:26,Frontend,claude-sonnet-4,"My password is hunter2, can you check if this code is secure?",2882.0,0.04323,1,28.8,Medium
LOG881933417398,USR65D56B978DF2,2024-04-19T06:32:47,DevOps,gpt-4.1,The SSN 123-45-6789 belongs to employee ID EMP001,5223.0,0.10446,1,63.8,High
LOG3F2BF1EDE53B,USRE1F7DE232772,2024-06-02T00:51:28,Backend,gpt-4.1-mini,Fix this memory leak in the following C++ code,953.0,0.003812,0,10.9,Low
LOG2ABE116453F8,USR4519012EE2F5,2024-02-14T03:17:58,Security,gpt-4.1-mini,What are the security implications of storing JWT in localStorage?,1016.0,0.004064,0,8.9,Low
LOG15C5DD6C010C,USRBE88ECB7B8F6,2024-01-27T04:40:30,DevOps,gemini-2.5-pro,Review this PR and suggest improvements,570.0,0.00456,0,9.2,Low
LOGCAFBF089D6A5,USR2A03B927127E,2024-03-13T07:27:10,Engineering,claude-haiku-3.5,Write unit tests for this ML model evaluation pipeline,3691.0,0.011073,0,10.3,Low
LOGE3C5E90EC860,USR3E1B51D38724,2023-06-15T03:16:05,DevOps,llama-3.3-70b,Explain this SQL query: SELECT * FROM orders WHERE status='pending',3830.0,0.00766,0,7.2,Low
LOG677CB13047D2,USR75DB4C956353,2023-11-30T06:06:09,Backend,github-copilot,"My API key sk-prod-abc123def456 is not working, please debug",4849.0,0.04849,1,49.3,Medium
LOG663B95BE517F,USR3D42EBB0CF92,2023-08-13T20:35:28,DevOps,claude-sonnet-4,Explain how Kubernetes pod scheduling works,923.0,0.013845,0,8.6,Low
LOG1478CC1E3CA8,USRF5B9CFFCC803,2023-07-09T04:43:09,Backend,llama-3.3-70b,Design a REST API for a social media platform,2255.0,0.00451,0,13.1,Low
LOGE1A37FA8C0CB,USRB8AA4349D8AB,2023-10-27T23:13:45,Engineering,gemini-2.5-pro,Help me write documentation for this REST API,2268.0,0.018144,0,1.4,Low
LOG44D3BF466269,USR3E1B51D38724,2024-03-03T21:55:03,DevOps,gpt-4.1,Process card 4111-1111-1111-1111 for customer John Smith,1789.0,0.03578,1,61.8,High
LOG0F45692BC65B,USR9322BCA623D7,2023-10-13T17:49:16,Data Science,github-copilot,Help me write documentation for this REST API,1312.0,0.01312,0,0.8,Low
LOGE682F2700DCE,USR4519012EE2F5,2024-04-06T07:04:55,Security,claude-sonnet-4,Generate a monthly report for the board,1294.0,0.01941,0,12.8,Low
LOG2554AFF2B055,USRE1F7DE232772,2023-02-13T00:19:36,Backend,gpt-4.1-mini,Generate a monthly report for the board,703.0,0.002812,0,4.8,Low
LOG36540B10AD20,USR6B723996EA89,2023-03-22T02:18:58,Backend,gpt-4.1-mini,Write a Python script to parse JSON responses,2786.0,0.011144,0,8.3,Low
LOG9778706A14F8,USREAF9015B5225,2024-02-13T08:35:34,DevOps,github-copilot,Help me debug this error: AttributeError in line 42,1096.0,0.01096,0,6.9,Low
LOGCBF50D16702C,USR14AE0E036EEE,2023-02-01T11:48:50,Engineering,claude-sonnet-4,Write unit tests for this ML model evaluation pipeline,663.0,0.009945,0,7.5,Low
LOG7B83B6EE067F,USRBC4D83B98974,2023-08-07T17:40:29,Data Science,llama-3.3-70b,Explain how Kubernetes pod scheduling works,4778.842662945263,0.008737345679408728,0,9.8,Low
LOG7C046612B379,USRC019B09E628A,2024-06-18T02:48:48,Backend,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,372.0,0.001488,0,11.9,Low
LOGC694C7916B26,USRED10A23434C1,2022-11-08T15:59:12,DevOps,claude-haiku-3.5,Help me refactor this legacy Java code to use streams,1513.0,0.004539,0,7.6,Low
LOG8B0CCF5CC644,USRE462D33EBC72,2022-11-21T03:29:41,Security,gemini-2.5-pro,"My password is hunter2, can you check if this code is secure?",635.0,0.00508,1,26.3,Medium
LOG770BC6D91B99,USR65D56B978DF2,2023-06-03T11:51:03,DevOps,gpt-4.1,Write a Terraform module for AWS ECS,1237.0,0.02474,0,9.3,Low
LOGEE81A0DF6D67,USRE051F65780E3,2022-06-02T16:57:14,Backend,claude-haiku-3.5,Fix this memory leak in the following C++ code,2616.367689745122,0.006479268179796823,0,6.8,Low
LOG4142D7F83E89,USR1DB93F07AF50,2023-01-13T18:58:05,Data Science,gpt-4.1,Implement a binary search tree in Python,837.0,0.01674,0,14.5,Low
LOG74AD8976232C,USRC019B09E628A,2024-04-27T15:00:04,Backend,claude-sonnet-4,Fix this memory leak in the following C++ code,1399.0,0.020985,0,1.6,Low
LOGF742C6455616,USRE1F7DE232772,2023-12-13T10:50:11,Backend,claude-sonnet-4,Optimise this pandas DataFrame merge operation,2922.0,0.04383,0,10.8,Low
LOG405D9FD60CD6,USRC3682D17A951,2022-09-02T18:51:53,Engineering,gpt-4.1-mini,Help me write documentation for this REST API,2099.0,0.008396,0,2.9,Low
LOG38A76B72E733,USR057732A51A1A,2023-12-09T17:53:42,Data Science,gpt-4.1-mini,Optimise this pandas DataFrame merge operation,832.0,0.003328,0,11.7,Low
LOG111342DCFDB7,USR1DB93F07AF50,2024-04-23T15:30:21,Data Science,gpt-4.1-mini,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,4630.0,0.01852,1,82.1,Critical
LOG2897701C61F5,USRB758965695CA,2022-09-13T13:47:49,Data Science,claude-sonnet-4,Create a data pipeline for real-time analytics,637.0,0.009555,0,14.3,Low
LOG9C61810BBF2B,USR3AD07D8C1E20,2024-05-27T11:24:36,Backend,gpt-4.1-mini,Explain how Kubernetes pod scheduling works,2354.0,0.009416,0,0.7,Low
LOGF3B0FDA8D71E,USR12919CB6AA18,2024-01-28T16:24:51,Security,github-copilot,Generate a monthly report for the board,277.0,0.00277,0,13.9,Low
LOG54880FF49391,USR7665A1043EBC,2022-09-08T17:12:35,Data Science,gemini-2.5-pro,Review this PR and suggest improvements,631.0,0.005048,0,11.0,Low
LOG5503BB1ACFF9,USR2B0E94085C89,2023-04-22T04:28:35,Security,claude-sonnet-4,Help me write documentation for this REST API,8621.120576492776,0.11864869607544633,0,9.1,Low
LOG70FE8C14B0D1,USR5BD8B387372A,2023-04-06T00:50:03,Backend,github-copilot,Write a Terraform module for AWS ECS,6519.0,0.06519,0,3.7,Low
LOG37030BA517FA,USR1DB93F07AF50,2024-04-19T12:22:50,Data Science,llama-3.3-70b,"My API key sk-prod-abc123def456 is not working, please debug",4015.0,0.00803,1,63.2,High
LOG7B7522DFFB0A,USR96F7DDD6124B,2024-03-30T12:45:05,Frontend,claude-sonnet-4,Optimise this pandas DataFrame merge operation,1661.0,0.024915,0,10.5,Low
LOG0488004403A3,USR2CEBE6C7D0EF,2022-11-16T19:33:32,Mobile,gemini-2.5-pro,What are the security implications of storing JWT in localStorage?,1388.0,0.011104,0,8.3,Low
LOGA993EB3D021F,USR495C09F2AC5F,2023-12-04T18:44:58,Frontend,gpt-4.1-mini,Fix this memory leak in the following C++ code,7055.066602455477,0.028412600428578034,0,4.4,Low
LOG5B7CB689589B,USRE462D33EBC72,2023-11-22T06:54:47,Security,llama-3.3-70b,Review this PR and suggest improvements,878.0,0.001756,0,7.6,Low
LOG3AC2F53AA91F,USRB544F17BE1A7,2023-08-27T16:17:46,Frontend,gpt-4.1,Draft an email to the client about project delay,2060.0,0.0412,1,39.8,Medium
LOG4B84ABA263B8,USR14AE0E036EEE,2024-01-02T21:17:00,Engineering,llama-3.3-70b,Fix this memory leak in the following C++ code,1889.0,0.003778,0,6.3,Low
LOGBAAC61057D9E,USR32D3FC0C51F5,2022-06-10T22:03:34,Mobile,gpt-4.1,Write unit tests for this ML model evaluation pipeline,554.0,0.01108,0,6.3,Low
LOG44C6308026D7,USRB8AA4349D8AB,2024-01-04T16:27:44,Engineering,gpt-4.1-mini,The SSN 123-45-6789 belongs to employee ID EMP001,439.0,0.001756,1,55.2,High
LOGB2AC6C2D7029,USR4519012EE2F5,2024-03-13T23:12:40,Security,llama-3.3-70b,Design a REST API for a social media platform,1378.0,0.002756,0,3.8,Low
LOGB73806810A72,USRE5367FB3B0C2,2023-07-26T08:10:44,Backend,gemini-2.5-pro,Translate this function to TypeScript,2441.0,0.019528,0,3.1,Low
LOGF1470C2BDA28,USRDB83E5A54F84,2024-04-02T17:48:49,Frontend,gpt-4.1,"My API key sk-prod-abc123def456 is not working, please debug",2206.0,0.04412,1,65.7,High
LOG9C1F10AE5D8A,USRF5B9CFFCC803,2023-07-02T20:16:55,Backend,gemini-2.5-pro,Optimise this database query for performance,1860.0,0.01488,0,5.8,Low
LOGBBCFD83B1A4C,USR28AF02F78D98,2024-02-03T03:27:49,Mobile,gpt-4.1,Design a REST API for a social media platform,8187.326412598091,0.18723207775981282,0,0.7,Low
LOG8233BB14D27F,USRFEDD2DE52C95,2024-04-05T20:32:13,Engineering,gpt-4.1,Optimise this database query for performance,1707.392597615237,0.054053768953618214,0,0.8,Low
LOGCBEF6AB44D75,USR6D60B80D261E,2023-10-17T00:44:33,Data Science,github-copilot,"My API key sk-prod-abc123def456 is not working, please debug",1774.0,0.01774,1,76.7,Critical
LOG8506E7E1C4AE,USRCD4682A1E54D,2022-10-31T14:26:56,Mobile,gemini-2.5-pro,Optimise this database query for performance,1064.0,0.008512,0,11.1,Low
LOG6BF9FD614CC5,USR6D60B80D261E,2023-11-13T05:41:00,Data Science,gemini-2.5-pro,Generate a regex to validate email addresses,399.0,0.003192,1,27.1,Medium
LOG063D426BB393,USR417CBC4EC7E0,2023-01-03T19:01:45,DevOps,gpt-4.1-mini,Review this PR and suggest improvements,3613.9632265931914,0.015859004798115375,0,11.0,Low
LOGCB16F707D7A4,USR9322BCA623D7,2022-12-16T01:50:44,Data Science,gpt-4.1,Review this PR and suggest improvements,268.0,0.00536,0,8.8,Low
LOG8AAED778B2B5,USR76CFD1470386,2022-07-02T00:32:47,Backend,gpt-4.1,Fix this memory leak in the following C++ code,673.0,0.01346,0,14.1,Low
LOG85C5240DB0BD,USRE94D4D54F556,2024-05-25T04:51:27,Mobile,llama-3.3-70b,Help me write documentation for this REST API,1798.0,0.003596,0,0.8,Low
LOG03CBED1ED560,USR8728B58E37EF,2022-07-27T14:35:47,Engineering,claude-haiku-3.5,Design a REST API for a social media platform,1780.0118054445365,0.007496135467964196,0,4.5,Low
LOGA2C4E8C3AEB9,USR5CF2F87353D0,2023-07-10T08:48:16,Security,gpt-4.1,Write a Python script to parse JSON responses,1588.0,0.03176,0,14.4,Low
LOG97E61F39638C,USRAD008551D068,2023-07-23T03:04:32,Data Science,github-copilot,Review this PR and suggest improvements,1751.0,0.01751,0,6.2,Low
LOG53ACF83AB076,USREAF9015B5225,2023-10-29T05:27:03,DevOps,gpt-4.1-mini,Write a Python script to parse JSON responses,6725.0,0.0269,0,13.3,Low
LOG8D9C6A7AF9BE,USR264F95D783D2,2024-01-06T14:31:08,Backend,gpt-4.1,Translate this function to TypeScript,4152.0,0.08304,0,3.3,Low
LOGA6643E60E43E,USRED10A23434C1,2023-10-18T07:49:53,DevOps,claude-sonnet-4,Optimise this database query for performance,2893.0,0.043395,0,12.4,Low
LOG2D62E6D1037A,USR67037F25A82D,2023-09-26T10:44:02,Data Science,gpt-4.1-mini,Process card 4111-1111-1111-1111 for customer John Smith,4210.0,0.01684,1,69.5,High
LOG4FE01E34BF8B,USRCE7A3D5555BF,2022-08-28T01:26:42,Engineering,llama-3.3-70b,Design a REST API for a social media platform,1714.07463700531,0.0033871256338795,0,13.3,Low
LOG4DCA1DBEFFB4,USR98EA4FEF5EF4,2024-05-08T20:31:58,Backend,gpt-4.1,Explain how Kubernetes pod scheduling works,784.0,0.01568,0,4.2,Low
LOG4EE1D2E42D1E,USRB8AA4349D8AB,2023-01-17T05:55:46,Engineering,github-copilot,Process card 4111-1111-1111-1111 for customer John Smith,778.0,0.00778,1,62.6,High
LOGE0741381921E,USRE462D33EBC72,2022-08-14T12:45:27,Security,gpt-4.1-mini,Write acceptance criteria for this user story,613.0,0.002452,0,1.2,Low
LOG4229AC9BCA5D,USRE1F7DE232772,2022-06-06T16:39:07,Backend,llama-3.3-70b,Write a Terraform module for AWS ECS,1128.0,0.002256,0,8.1,Low
LOGF436B5046AB7,USR8728B58E37EF,2024-03-11T01:55:34,Engineering,gpt-4.1-mini,Design a REST API for a social media platform,6541.647025833832,0.023642356969774972,0,9.4,Low
LOGDCF5773AB900,USR2B0E94085C89,2023-10-16T04:46:24,Security,gpt-4.1-mini,Optimise this pandas DataFrame merge operation,868.6397097649382,0.004948464699032926,0,10.5,Low
LOGF09419F86886,USR417CBC4EC7E0,2022-07-27T21:26:32,DevOps,gemini-2.5-pro,Explain this SQL query: SELECT * FROM orders WHERE status='pending',1041.3599068352817,0.014037115088642424,0,0.4,Low
LOGF0B7F44DBACB,USR91BFEDF09760,2023-08-21T14:04:26,Security,gpt-4.1-mini,What is the best architecture for a microservice handling 10k rps?,298.0,0.001192,0,8.4,Low
LOGBFC4EB13F83E,USR08AA017C8B73,2023-11-05T23:11:53,Data Science,github-copilot,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,526.0,0.00526,1,82.0,Critical
LOGF901C280E502,USRBC4D83B98974,2022-07-06T08:29:44,Data Science,claude-sonnet-4,Implement a binary search tree in Python,21577.683201921787,0.2506476296456914,0,10.8,Low
LOGF54A2D89C1EC,USR28AF02F78D98,2024-01-16T09:44:44,Mobile,github-copilot,Process card 4111-1111-1111-1111 for customer John Smith,2084.418716216355,0.026000987182700528,1,67.3,High
LOG37FF8E25047C,USR811A4447AB71,2023-06-04T03:46:14,Backend,claude-sonnet-4,Optimise this pandas DataFrame merge operation,1591.0,0.023865,0,9.9,Low
LOG8020DE6E1F19,USR4519012EE2F5,2024-02-09T20:52:38,Security,claude-sonnet-4,Explain this SQL query: SELECT * FROM orders WHERE status='pending',286.0,0.00429,0,11.2,Low
LOGED4F53D6B007,USRAFAAFDE5FE5A,2023-11-09T01:34:58,Security,gpt-4.1,Implement a binary search tree in Python,3942.0,0.07884,0,2.2,Low
LOG3BEE388B481D,USR3E1B51D38724,2023-08-06T03:15:00,DevOps,claude-haiku-3.5,Write unit tests for this function: {code},278.0,0.000834,0,8.3,Low
LOG7D9D387A3C1B,USR1227EBCB774A,2023-04-03T02:12:55,Frontend,gpt-4.1-mini,Write unit tests for this function: {code},1116.0,0.004464,0,8.6,Low
LOG1C4EE0E28E00,USR32D3FC0C51F5,2024-01-03T05:15:33,Mobile,claude-haiku-3.5,Help me debug this error: AttributeError in line 42,816.0,0.002448,0,4.6,Low
LOGA261938420E9,USR4B6214C8B97B,2022-09-19T15:33:21,Engineering,github-copilot,Process card 4111-1111-1111-1111 for customer John Smith,2653.0,0.02653,1,69.5,High
LOGA02A9FF4A3D7,USR4519012EE2F5,2022-10-29T22:30:11,Security,gpt-4.1-mini,Help me write documentation for this REST API,3258.0,0.013032,0,12.5,Low
LOGFAFFA05819BB,USR75DB4C956353,2022-07-13T05:52:17,Backend,gpt-4.1-mini,Debug this React component re-rendering issue,1101.0,0.004404,0,8.5,Low
LOG670422A0BF21,USRD40A133454C7,2023-08-01T22:29:27,Mobile,llama-3.3-70b,Optimise this database query for performance,236.0,0.000472,0,6.9,Low
LOG548D3A2D675B,USR417CBC4EC7E0,2024-06-09T01:59:22,DevOps,gpt-4.1,Help me debug this error: AttributeError in line 42,4417.979758635684,0.08199915673083329,0,3.8,Low
LOG8687100492EB,USR264F95D783D2,2022-08-17T16:58:30,Backend,gpt-4.1,Design a REST API for a social media platform,4089.0,0.08178,0,9.8,Low
LOG67652518BAB1,USR2D21388352E6,2023-06-13T09:06:35,Data Science,claude-haiku-3.5,Help me refactor this legacy Java code to use streams,2688.0,0.008064,0,2.9,Low
LOG77DB10062656,USRB758965695CA,2023-08-28T17:43:00,Data Science,gpt-4.1,Design a REST API for a social media platform,1237.0,0.02474,0,4.6,Low
LOGF1282B5E7965,USRE94D4D54F556,2023-01-30T06:44:48,Mobile,claude-haiku-3.5,Process card 4111-1111-1111-1111 for customer John Smith,5324.0,0.015972,1,69.0,High
LOG9B3D135B713D,USRCE7A3D5555BF,2022-09-13T07:38:31,Engineering,github-copilot,Fix this memory leak in the following C++ code,1266.6890862161722,0.012810226669520022,0,11.1,Low
LOGF84E6EF51EB8,USR3D42EBB0CF92,2023-05-12T22:04:27,DevOps,gemini-2.5-pro,Help me refactor this legacy Java code to use streams,1227.0,0.009816,0,7.2,Low
LOGA9F72344465D,USR2A03B927127E,2022-10-15T12:35:35,Engineering,gemini-2.5-pro,Generate a monthly report for the board,4011.0,0.032088,0,8.3,Low
LOG1856D7851DB9,USRB55181A56CF0,2024-03-03T22:01:36,Mobile,claude-haiku-3.5,Optimise this pandas DataFrame merge operation,918.0,0.002754,0,4.2,Low
LOG8F9365A770F9,USR7E7A9B844F98,2022-07-30T09:21:43,Engineering,github-copilot,Generate a regex to validate email addresses,409.0,0.00409,1,37.2,Medium
LOG9E2BADA7A684,USR3E1B51D38724,2023-10-04T14:22:16,DevOps,gpt-4.1-mini,Write unit tests for this function: {code},194.0,0.000776,0,12.7,Low
LOGDDC2E4C6742A,USREEFB49F29675,2023-09-02T07:04:26,Engineering,github-copilot,Create a data pipeline for real-time analytics,898.0,0.00898,0,6.1,Low
LOGC00D9EE0C987,USR26AE5F81F1A2,2024-04-25T09:06:20,Security,github-copilot,Optimise this database query for performance,1656.0,0.01656,0,3.9,Low
LOG3BBBEEBF35A1,USRAFAAFDE5FE5A,2023-04-01T20:41:58,Security,claude-sonnet-4,Write a Terraform module for AWS ECS,2747.0,0.041205,0,2.2,Low
LOG0E68C95CAD28,USRF5B9CFFCC803,2023-01-13T00:37:03,Backend,github-copilot,Create a data pipeline for real-time analytics,2388.0,0.02388,0,11.0,Low
LOG6F6DDAE9DDED,USR7E7A9B844F98,2023-03-10T14:56:44,Engineering,claude-sonnet-4,Write acceptance criteria for this user story,444.0,0.00666,0,1.4,Low
LOG0C863A6810D5,USR4A554965767D,2024-02-17T10:59:46,Data Science,gpt-4.1-mini,Write a Python script to parse JSON responses,1102.0,0.004408,0,12.7,Low
LOGAEE953427B96,USR22373F2763A1,2023-05-13T14:09:07,Data Science,gemini-2.5-pro,Write a Terraform module for AWS ECS,1092.0,0.008736,0,7.7,Low
LOG3CFD4D41285D,USR4519012EE2F5,2024-06-21T15:53:54,Security,gpt-4.1-mini,Create a data pipeline for real-time analytics,1041.0,0.004164,0,9.9,Low
LOG8A1F072A72DD,USR1227EBCB774A,2022-07-02T09:28:48,Frontend,gemini-2.5-pro,Generate a monthly report for the board,1886.0,0.015088,0,14.1,Low
LOG2776A30229E8,USRF5B9CFFCC803,2023-03-14T22:46:15,Backend,gemini-2.5-pro,Write a Python script to parse JSON responses,1670.0,0.01336,0,0.9,Low
LOGB97C39436808,USR08AA017C8B73,2023-03-29T10:34:47,Data Science,gpt-4.1-mini,Generate a regex to validate email addresses,420.0,0.00168,1,39.6,Medium
LOG2F79F58A5A89,USR69FD920B8EDB,2023-10-17T17:22:39,Frontend,github-copilot,Help me refactor this legacy Java code to use streams,2711.0,0.02711,0,0.7,Low
LOG2F215FFEC67F,USR32C798E5169A,2022-12-30T10:19:19,Security,gpt-4.1-mini,Write acceptance criteria for this user story,4638.0,0.018552,0,9.5,Low
LOG7873BD881879,USR4B6214C8B97B,2023-03-20T13:26:35,Engineering,gpt-4.1,Optimise this database query for performance,1200.0,0.024,0,8.6,Low
LOG7EFE2FA94C19,USRE462D33EBC72,2024-03-10T22:16:20,Security,claude-sonnet-4,Create a data pipeline for real-time analytics,1022.0,0.01533,0,9.8,Low
LOG290EF0F8A8D8,USR417CBC4EC7E0,2024-02-06T16:12:21,DevOps,claude-sonnet-4,The SSN 123-45-6789 belongs to employee ID EMP001,1353.0836504021222,0.031456368406193126,1,64.0,High
LOG716304020AC2,USRE6A812CC68F3,2022-09-16T22:33:25,Mobile,github-copilot,Write unit tests for this function: {code},1983.0,0.01983,0,7.5,Low
LOG1CC8E859A684,USR811A4447AB71,2023-01-05T02:40:07,Backend,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,982.0,0.003928,0,7.7,Low
LOG5A190281E1F6,USR26AE5F81F1A2,2023-12-10T03:29:29,Security,gpt-4.1-mini,Review this PR and suggest improvements,1277.0,0.005108,0,5.4,Low
LOG413425048207,USRBC4D83B98974,2024-03-09T07:02:58,Data Science,gemini-2.5-pro,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,10680.879016241097,0.09573278281756505,1,97.4,Critical
LOGACB85E477236,USRC3682D17A951,2023-09-04T02:09:38,Engineering,gpt-4.1-mini,Summarise the following document: {doc},741.0,0.002964,0,1.9,Low
LOG53BA1236A6B3,USR4519012EE2F5,2023-08-19T11:52:22,Security,gpt-4.1-mini,Write acceptance criteria for this user story,226.0,0.000904,0,0.6,Low
LOG822C4477C0D5,USR1227EBCB774A,2023-07-07T06:52:49,Frontend,gpt-4.1-mini,What is the best architecture for a microservice handling 10k rps?,903.0,0.003612,0,13.8,Low
LOG7C61E71994B6,USREAF9015B5225,2024-04-13T08:35:39,DevOps,claude-haiku-3.5,Create a data pipeline for real-time analytics,991.0,0.002973,0,9.6,Low
LOG9924C79550EC,USRB80050CD7911,2022-08-06T14:28:04,Data Science,gemini-2.5-pro,Optimise this pandas DataFrame merge operation,486.0,0.003888,0,4.3,Low
LOG46CBA2EFA2B2,USR26AE5F81F1A2,2022-10-11T11:35:43,Security,claude-sonnet-4,Generate a monthly report for the board,880.0,0.0132,0,13.0,Low
LOGFBD195F4C7CF,USRF5B9CFFCC803,2023-08-27T13:18:40,Backend,github-copilot,Help me write documentation for this REST API,209.0,0.00209,0,2.1,Low
LOG9A95BEE8F771,USRB84E49DCC2EA,2024-05-17T09:53:11,Backend,gpt-4.1-mini,Design a REST API for a social media platform,2626.5081582004764,0.009136254593268315,0,7.7,Low
LOG77B9DBD97E93,USR65D56B978DF2,2023-03-27T09:31:49,DevOps,claude-haiku-3.5,Help me debug this error: AttributeError in line 42,1204.0,0.003612,0,3.4,Low
LOGD301BAE57DB8,USR8963F2E9CEC6,2023-11-14T13:32:27,DevOps,gpt-4.1-mini,Generate a regex to validate email addresses,2551.0,0.010204,1,41.5,Medium
LOGFA3BAEE6DA83,USR55F9F7716F77,2023-06-05T14:50:40,Frontend,github-copilot,Help me write documentation for this REST API,2679.0,0.02679,0,1.4,Low
LOG49FEAA62C35E,USR22373F2763A1,2023-06-26T22:44:11,Data Science,claude-haiku-3.5,Help me refactor this legacy Java code to use streams,1772.0,0.005316,0,11.8,Low
LOG662E7A71854B,USRD40A133454C7,2024-05-01T14:12:52,Mobile,gpt-4.1-mini,Generate a monthly report for the board,857.0,0.003428,0,9.9,Low
LOG4EDA3EEC40A0,USR5BD8B387372A,2024-01-23T20:37:53,Backend,claude-sonnet-4,Write unit tests for this function: {code},483.0,0.007245,0,13.5,Low
LOGDA4A96839304,USR3D42EBB0CF92,2024-04-10T11:54:25,DevOps,claude-haiku-3.5,Write acceptance criteria for this user story,1094.0,0.003282,0,6.3,Low
LOG88FF9E799567,USRDE02917CBB9C,2023-09-01T12:39:07,Mobile,gemini-2.5-pro,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,5454.0,0.043632,1,93.0,Critical
LOG1786E648CA9C,USR4B6214C8B97B,2022-08-15T21:34:30,Engineering,github-copilot,Optimise this pandas DataFrame merge operation,1615.0,0.01615,0,10.5,Low
LOGD3D558D5378C,USR65891F723BA2,2024-05-07T21:13:14,Mobile,gpt-4.1-mini,Generate a monthly report for the board,9852.0,0.039408,0,11.5,Low
LOGE43085AC394D,USR1F1C8F224AEC,2022-12-18T05:49:59,Engineering,gpt-4.1,Help me refactor this legacy Java code to use streams,1793.0,0.03586,0,8.2,Low
LOG095B98843607,USR469CA53EA1CD,2023-08-23T22:27:40,Engineering,gpt-4.1-mini,Explain how Kubernetes pod scheduling works,1195.0,0.00478,0,11.8,Low
LOG2319490E7256,USRB8AA4349D8AB,2022-11-07T13:16:55,Engineering,gpt-4.1-mini,Write unit tests for this function: {code},472.0,0.001888,0,5.6,Low
LOG0D8C9D48A09B,USRF33D315A3652,2023-03-12T00:05:59,Frontend,github-copilot,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,1720.7286986776876,0.026340672353004586,1,81.3,Critical
LOG85F46361C562,USR22373F2763A1,2022-11-06T05:07:30,Data Science,gpt-4.1,Design a REST API for a social media platform,518.0,0.01036,0,6.0,Low
LOG10F4C0676CE8,USRC3682D17A951,2023-03-15T13:16:11,Engineering,claude-haiku-3.5,Optimise this database query for performance,1717.0,0.005151,0,7.2,Low
LOG6E48AD91B00D,USR9322BCA623D7,2023-08-23T16:11:52,Data Science,claude-haiku-3.5,What is the best architecture for a microservice handling 10k rps?,970.0,0.00291,0,14.8,Low
LOGB10ECD9767EA,USREF1F9DC2D28C,2024-01-02T20:16:01,DevOps,gemini-2.5-pro,The SSN 123-45-6789 belongs to employee ID EMP001,170.0,0.00136,1,73.8,High
